dataset	column	value	description	is_missing_value	standardized_term	standardized_label
ds007126	ACC_Gc_SD	1.00 				
ds007126	ACC_Gc_SD	0.67 				
ds007126	ACC_Gc_SD	0.75 				
ds007126	ACC_Gc_SD	0.50 				
ds007126	ACC_Gc_SD	0.58 				
ds007126	ACC_Gc_SD	0.83 				
ds007126	ACC_Lc_SD	0.83 				
ds007126	ACC_Lc_SD	1.00 				
ds007126	ACC_Lc_SD	0.92 				
ds007126	ACC_Lc_SD	0.67 				
ds007126	ACC_Lc_SD	0.75 				
ds007126	ACC_Gc_BL	0.92 				
ds007126	ACC_Gc_BL	1.00 				
ds007126	ACC_Gc_BL	0.83 				
ds007126	ACC_Gc_BL	0.75 				
ds007126	ACC_Gic_BL	0.83 				
ds007126	ACC_Gic_BL	1.00 				
ds007126	ACC_Gic_BL	0.92 				
ds007126	ACC_Gic_BL	0.75 				
ds007126	ACC_Gic_BL	0.58 				
ds007126	ACC_Gic_BL	0.33 				
ds007126	ACC_Gic_BL	0.67 				
ds007126	ACC_Lc_BL	0.75 				
ds007126	ACC_Lc_BL	1.00 				
ds007126	ACC_Lc_BL	0.92 				
ds007126	ACC_Lc_BL	0.83 				
ds007126	ACC_Lc_BL	0.67 				
ds007126	ACC_Lc_BL	0.58 				
ds007126	ACC_Lic_BL	1.00 				
ds007126	ACC_Lic_BL	0.58 				
ds007126	ACC_Lic_BL	0.92 				
ds007126	ACC_Lic_BL	0.67 				
ds007126	ACC_Lic_BL	0.83 				
ds007126	ACC_Lic_BL	0.75 				
ds007126	ACC_Lic_BL	0.25 				
ds007126	ACC_Lic_BL	0.50 				
ds007126	ACC_Gc_NSD	1.00 				
ds007126	ACC_Gc_NSD	0.83 				
ds007126	ACC_Gc_NSD	0.92 				
ds007126	ACC_Gc_NSD	0.75 				
ds007126	ACC_Gic_NSD	0.92 				
ds007126	ACC_Gic_NSD	0.50 				
ds007126	ACC_Gic_NSD	1.00 				
ds007126	ACC_Gic_NSD	0.83 				
ds007126	ACC_Gic_NSD	0.75 				
ds007126	ACC_Gic_NSD	0.67 				
ds007126	ACC_Gic_NSD	0.58 				
ds007126	ACC_Gic_NSD	0.25 				
ds007126	ACC_Lc_NSD	1.00 				
ds007126	ACC_Lc_NSD	0.92 				
ds007126	ACC_Lc_NSD	0.58 				
ds007126	ACC_Lc_NSD	0.75 				
ds007126	ACC_Lc_NSD	0.83 				
ds007126	ACC_Lc_NSD	0.67 				
ds007126	ACC_Lc_NSD	0.50 				
ds007126	ACC_Lic_NSD	1.00 				
ds007126	ACC_Lic_NSD	0.83 				
ds007126	ACC_Lic_NSD	0.92 				
ds007126	ACC_Lic_NSD	0.42 				
ds007126	ACC_Lic_NSD	0.58 				
ds007126	ACC_Lic_NSD	0.67 				
ds007126	ACC_Lic_NSD	0.75 				
ds007126	ACC_Lic_NSD	0.25 				
ds007126	ACC_Lic_NSD	0.50 				
ds000108	sex	F			snomed:248152002	Female
ds000108	sex	M			snomed:248153007	Male
ds005402	group	ctr				
ds005402	group	kh				
ds005402	treatment	MPTP				
ds005402	treatment	veh				
ds005402	sex	m			snomed:248153007	Male
ds003542	sex	M 			snomed:248153007	Male
ds003542	sex	F 			snomed:248152002	Female
ds003542	group	advanced				
ds003542	group	basic				
ds003542	L1	99				
ds003542	L1	100				
ds003542	L1	97				
ds003542	L1	n/a		True		
ds003542	L1	94				
ds006952	sex	M			snomed:248153007	Male
ds006952	group	control				
ds006952	group	patient				
ds003176	sex	F	female		snomed:248152002	Female
ds003176	sex	M	male		snomed:248153007	Male
ds003176	group	eye				
ds006525	group	n/a		True		
ds006525	age	n/a		True		
ds006525	sex	n/a		True		
ds006525	size	n/a		True		
ds006525	weight	n/a		True		
ds004529	sex	F			snomed:248152002	Female
ds004529	sex	M			snomed:248153007	Male
ds004529	handedness	r				
ds004529	exclusion	no				
ds004529	exclusion	yes, but only for mean beta analysis				
ds004529	exclusion	yes, mriqc (FD) > 0.3				
ds004529	exclusion	Yes, performance < 60%				
ds003647	experiment_id	1	Experiment 1			
ds003647	experiment_id	2	Experiment 2			
ds003647	anesthesia	iso	isoflurane mixed in air			
ds003647	anesthesia	isomed	isoflurane and medetomidine			
ds003647	treatment_1	SAL	saline			
ds003647	treatment_1	SCO	scopolamine			
ds003647	treatment_1	BSCO	butylscopolamine			
ds003647	treatment_1	DON	donepezil			
ds003647	treatment_2	SCO	scopolamine			
ds003647	treatment_2	BSCO	butylscopolamine			
ds003647	treatment_2	SAL	saline			
ds003647	treatment_2	DON	donepezil			
ds003647	treatment_3	BSCO	butylscopolamine			
ds003647	treatment_3	SAL	saline			
ds003647	treatment_3	SCO	scopolamine			
ds003647	treatment_3	DON	donepezil			
ds003647	treatment_4	n/a	no session 4 for subject	True		
ds003647	treatment_4	DON	donepezil			
ds003647	treatment_4	BSCO	butylscopolamine			
ds003647	treatment_4	SAL	saline			
ds003647	treatment_4	SCO	scopolamine			
ds003004	Gender	F	Female		snomed:248152002	Female
ds003004	Gender	M	Male		snomed:248153007	Male
ds003004	Group	normal	Normal subject			
ds003004	Handedness	NA	Data not recorded	True		
ds003004	Handedness	R	Right Hand Dominant			
ds003004	Handedness	L	Left Hand Dominant			
ds004706	age	n/a		True		
ds004706	sex	n/a		True		
ds004706	hand	n/a		True		
ds002620	sex	Male			snomed:248153007	Male
ds002620	sex	Female			snomed:248152002	Female
ds002620	sex			True		
ds002620	Unnamed: 5			True		
ds002620	Unnamed: 6			True		
ds002366	sex	Male			snomed:248153007	Male
ds002366	sex	Female			snomed:248152002	Female
ds002366	sex			True		
ds002366	Unnamed: 5			True		
ds002366	Unnamed: 6			True		
ds003703	sex	F	female		snomed:248152002	Female
ds003703	sex	M	male		snomed:248153007	Male
ds003703	hand	R	right			
ds005795	sex	m			snomed:248153007	Male
ds005795	sex	f			snomed:248152002	Female
ds005795	handedness	right				
ds005795	handedness	left				
ds005795	handedness	righ				
ds005795	remarks	n/a		True		
ds005795	remarks	sounds perceived left-lateralized				
ds005795	remarks	60 instead of 58 slices				
ds005795	remarks	no PDw anatomy recorded				
ds005795	remarks	no physio data recorded				
ds003459	sex	2	female		snomed:248152002	Female
ds003459	sex	1	male		snomed:248153007	Male
ds003459	handedness	Right				
ds003459	handedness	Left				
ds003459	handedness	Mixed				
ds003459	yrs_education	16				
ds003459	yrs_education	18				
ds003459	yrs_education	23				
ds003459	yrs_education	17				
ds003459	yrs_education	14				
ds003459	yrs_education	20				
ds003459	yrs_education	6				
ds003459	yrs_education	5				
ds003459	yrs_education	4				
ds003459	yrs_education	n/a		True		
ds003459	first_lang	English				
ds003459	first_lang	English (studied French 3 yrs but not fluent				
ds003459	first_lang	n/a		True		
ds003459	first_lang	 English (but fluent Spanish)				
ds003459	first_lang	English (some Spanish)				
ds003459	first_lang	English (some French)				
ds003459	c_date	n/a		True		
ds003459	c_date	1800-08-02				
ds003459	c_date	1801-09-23				
ds001297	sex	M			snomed:248153007	Male
ds001297	sex	F			snomed:248152002	Female
ds000140	sex	M			snomed:248153007	Male
ds000140	sex	F			snomed:248152002	Female
ds006756	sessions	2				
ds006756	sessions	1				
ds006756	sex	M	male		snomed:248153007	Male
ds006756	sex	F	female		snomed:248152002	Female
ds006756	handedness	R	right			
ds006756	handedness	L	left			
ds006756	ses01_ses02_interval_days	1279				
ds006756	ses01_ses02_interval_days	881				
ds006756	ses01_ses02_interval_days	372				
ds006756	ses01_ses02_interval_days	1797				
ds006756	ses01_ses02_interval_days	463				
ds006756	ses01_ses02_interval_days	1121				
ds006756	ses01_ses02_interval_days	461				
ds006756	ses01_ses02_interval_days	595				
ds006756	ses01_ses02_interval_days	n/a		True		
ds002169	age	18				
ds002169	sex	F			snomed:248152002	Female
ds004274	sex	M			snomed:248153007	Male
ds004274	first_condition	Tears				
ds004274	first_condition	Saline				
ds004274	Donor-id	donor-01				
ds004274	Donor-id	donor-02				
ds004274	Donor-id	donor-03				
ds003146	Group	Musician	Musician			
ds003146	Group	NonMusician	Non-musician			
ds005733	sex	M			snomed:248153007	Male
ds005733	sex	F			snomed:248152002	Female
ds003772	sex	f	female		snomed:248152002	Female
ds003772	sex	m	male		snomed:248153007	Male
ds004128	sex	F			snomed:248152002	Female
ds004128	sex	M			snomed:248153007	Male
ds006963	Notes	No notes				
ds006963	Notes	Exlcuded due to misunderstanding of the task				
ds006963	Notes	Excluded due to exclusion criteria (see the paper)				
ds006963	Notes	Excluded due to misunderstanding of the task				
ds006963	Notes	Only included in the behavioral analysis due to EEG noise				
ds004122	group	Normal				
ds007342	sex	f	female		snomed:248152002	Female
ds007342	sex	m	male		snomed:248153007	Male
ds007342	handedness	right	right			
ds007342	education_years	12				
ds007342	education_years	18				
ds007342	education_years	22				
ds007342	education_years	13				
ds007342	education_years	14				
ds007342	education_years	17				
ds007342	education_years	15				
ds007342	education_years	16				
ds007342	L1_language	Polish				
ds007342	L2_language	English				
ds007342	L3_language	Spanish				
ds007342	L3_language	German				
ds007342	L3_language	0.0				
ds007342	L3_language	Russian				
ds007342	L3_language	Swedish				
ds007342	L3_language	Italian				
ds007342	L3_language	Ukrainian				
ds007342	L3_language	French				
ds007342	L4_language	French				
ds007342	L4_language	0.0				
ds007342	L4_language	Italian				
ds007342	L4_language	Czech				
ds007342	L4_language	German				
ds007342	L4_language	Spanish				
ds007342	proficiency_cambridge	25.0				
ds007342	proficiency_cambridge	19.0				
ds007342	proficiency_cambridge	24.0				
ds007342	proficiency_cambridge	21.0				
ds007342	proficiency_cambridge	22.0				
ds007342	proficiency_cambridge	23.0				
ds007342	proficiency_cambridge	20.0				
ds007342	proficiency_cambridge	18.0				
ds007342	L1_AoA_learn	0.0				
ds007342	L1_AoA_use	3.0				
ds007342	L1_AoA_use	0.0				
ds007342	L1_AoA_use	5.0				
ds007342	L1_AoA_use	4.0				
ds007342	L1_AoA_use	2.0				
ds007342	L1_AoA_use	9.0				
ds007342	L1_AoA_use	6.0				
ds007342	L1_reading_self_rated_proficiency	10.0				
ds007342	L1_reading_self_rated_proficiency	8.0				
ds007342	L1_reading_self_rated_proficiency	9.0				
ds007342	L1_reading_self_rated_proficiency	10				
ds007342	L1_listening_self_rated_proficiency	10.0				
ds007342	L1_listening_self_rated_proficiency	9.0				
ds007342	L1_listening_self_rated_proficiency	8.0				
ds007342	L1_listening_self_rated_proficiency	10				
ds007342	L1_writing_self_rated_proficiency	10.0				
ds007342	L1_writing_self_rated_proficiency	7.0				
ds007342	L1_writing_self_rated_proficiency	9.0				
ds007342	L1_writing_self_rated_proficiency	8.0				
ds007342	L1_writing_self_rated_proficiency	6.0				
ds007342	L1_writing_self_rated_proficiency	10				
ds007342	L1_speaking_self_rated_proficiency	10.0				
ds007342	L1_speaking_self_rated_proficiency	8.0				
ds007342	L1_speaking_self_rated_proficiency	7.0				
ds007342	L1_speaking_self_rated_proficiency	9.0				
ds007342	L1_speaking_self_rated_proficiency	10				
ds007342	L1_accent_self_rated_proficiency	10.0				
ds007342	L1_accent_self_rated_proficiency	7.0				
ds007342	L1_accent_self_rated_proficiency	9.0				
ds007342	L1_accent_self_rated_proficiency	6.0				
ds007342	L1_accent_self_rated_proficiency	4.0				
ds007342	L1_accent_self_rated_proficiency	8.0				
ds007342	L1_accent_self_rated_proficiency	10				
ds007342	L2_AoA_learn	4.0				
ds007342	L2_AoA_learn	10.0				
ds007342	L2_AoA_learn	7.0				
ds007342	L2_AoA_learn	5.0				
ds007342	L2_AoA_learn	8.0				
ds007342	L2_AoA_learn	6.0				
ds007342	L2_AoA_learn	3.0				
ds007342	L2_AoA_learn	9.0				
ds007342	L2_reading_self_rated_proficiency	7.0				
ds007342	L2_reading_self_rated_proficiency	8.0				
ds007342	L2_reading_self_rated_proficiency	9.0				
ds007342	L2_reading_self_rated_proficiency	10.0				
ds007342	L2_reading_self_rated_proficiency	10				
ds007342	L2_listening_self_rated_proficiency	8.0				
ds007342	L2_listening_self_rated_proficiency	9.0				
ds007342	L2_listening_self_rated_proficiency	5.0				
ds007342	L2_listening_self_rated_proficiency	10.0				
ds007342	L2_listening_self_rated_proficiency	7.0				
ds007342	L2_listening_self_rated_proficiency	6.0				
ds007342	L2_listening_self_rated_proficiency	9				
ds007342	L2_writing_self_rated_proficiency	7.0				
ds007342	L2_writing_self_rated_proficiency	6.0				
ds007342	L2_writing_self_rated_proficiency	9.0				
ds007342	L2_writing_self_rated_proficiency	8.0				
ds007342	L2_writing_self_rated_proficiency	4.0				
ds007342	L2_writing_self_rated_proficiency	9				
ds007342	L2_speaking_self_rated_proficiency	9.0				
ds007342	L2_speaking_self_rated_proficiency	4.0				
ds007342	L2_speaking_self_rated_proficiency	7.0				
ds007342	L2_speaking_self_rated_proficiency	3.0				
ds007342	L2_speaking_self_rated_proficiency	8.0				
ds007342	L2_speaking_self_rated_proficiency	6.0				
ds007342	L2_speaking_self_rated_proficiency	5.0				
ds007342	L2_speaking_self_rated_proficiency	9				
ds007342	L2_accent_self_rated_proficiency	7.0				
ds007342	L2_accent_self_rated_proficiency	4.0				
ds007342	L2_accent_self_rated_proficiency	9.0				
ds007342	L2_accent_self_rated_proficiency	6.0				
ds007342	L2_accent_self_rated_proficiency	3.0				
ds007342	L2_accent_self_rated_proficiency	5.0				
ds007342	L2_accent_self_rated_proficiency	8.0				
ds007342	L2_accent_self_rated_proficiency	10.0				
ds007342	L2_accent_self_rated_proficiency	7				
ds007342	L3_Active_use	0				
ds007342	L3_Active_use	15				
ds007342	L3_Active_use	10				
ds007342	L3_Active_use	2				
ds007342	L3_Active_use	20				
ds007342	L3_Active_use	1				
ds007342	L3_Passive_use	1				
ds007342	L3_Passive_use	0				
ds007342	L3_Passive_use	10				
ds007342	L3_Passive_use	5				
ds007342	L3_Passive_use	20				
ds007342	L3_Passive_use	2				
ds007342	L3_Passive_use	3				
ds007342	L3_writing_self_rated_proficiency	2.0				
ds007342	L3_writing_self_rated_proficiency	0.0				
ds007342	L3_writing_self_rated_proficiency	5.0				
ds007342	L3_writing_self_rated_proficiency	8.0				
ds007342	L3_writing_self_rated_proficiency	3.0				
ds007342	L3_writing_self_rated_proficiency	6.0				
ds007342	L3_writing_self_rated_proficiency	1.0				
ds007342	L3_writing_self_rated_proficiency	7.0				
ds007342	L3_writing_self_rated_proficiency	4.0				
ds007342	L3_writing_self_rated_proficiency	2				
ds007342	L3_speaking_self_rated_proficiency	3.0				
ds007342	L3_speaking_self_rated_proficiency	1.0				
ds007342	L3_speaking_self_rated_proficiency	0.0				
ds007342	L3_speaking_self_rated_proficiency	5.0				
ds007342	L3_speaking_self_rated_proficiency	8.0				
ds007342	L3_speaking_self_rated_proficiency	2.0				
ds007342	L3_speaking_self_rated_proficiency	6.0				
ds007342	L3_speaking_self_rated_proficiency	4.0				
ds007342	L3_speaking_self_rated_proficiency	10.0				
ds007342	L3_speaking_self_rated_proficiency	3				
ds007342	L3_accent_self_rated_proficiency	3.0				
ds007342	L3_accent_self_rated_proficiency	4.0				
ds007342	L3_accent_self_rated_proficiency	0.0				
ds007342	L3_accent_self_rated_proficiency	5.0				
ds007342	L3_accent_self_rated_proficiency	7.0				
ds007342	L3_accent_self_rated_proficiency	2.0				
ds007342	L3_accent_self_rated_proficiency	6.0				
ds007342	L3_accent_self_rated_proficiency	1.0				
ds007342	L3_accent_self_rated_proficiency	10.0				
ds007342	L3_accent_self_rated_proficiency	3				
ds007342	L4_AoA_learn	15.0				
ds007342	L4_AoA_learn	0.0				
ds007342	L4_AoA_learn	16.0				
ds007342	L4_AoA_learn	20.0				
ds007342	L4_AoA_learn	17.0				
ds007342	L4_AoA_learn	21.0				
ds007342	L4_AoA_learn	23.0				
ds007342	L4_AoA_learn	22.0				
ds007342	L4_AoA_learn	14.0				
ds007342	L4_AoA_use	17.0				
ds007342	L4_AoA_use	0.0				
ds007342	L4_AoA_use	16.0				
ds007342	L4_AoA_use	21.0				
ds007342	L4_AoA_use	20.0				
ds007342	L4_AoA_use	23.0				
ds007342	L4_AoA_use	22.0				
ds007342	L4_AoA_use	18.0				
ds007342	L4_Active_use	0				
ds007342	L4_Active_use	10				
ds007342	L4_Passive_use	0				
ds007342	L4_Passive_use	5				
ds007342	L4_Passive_use	10				
ds007342	L4_Passive_use	15				
ds007342	L4_reading_self_rated_proficiency	3.0				
ds007342	L4_reading_self_rated_proficiency	0.0				
ds007342	L4_reading_self_rated_proficiency	6.0				
ds007342	L4_reading_self_rated_proficiency	8.0				
ds007342	L4_reading_self_rated_proficiency	4.0				
ds007342	L4_reading_self_rated_proficiency	7.0				
ds007342	L4_reading_self_rated_proficiency	2.0				
ds007342	L4_listening_self_rated_proficiency	2.0				
ds007342	L4_listening_self_rated_proficiency	0.0				
ds007342	L4_listening_self_rated_proficiency	6.0				
ds007342	L4_listening_self_rated_proficiency	8.0				
ds007342	L4_listening_self_rated_proficiency	1.0				
ds007342	L4_listening_self_rated_proficiency	3.0				
ds007342	L4_listening_self_rated_proficiency	4.0				
ds007342	L4_listening_self_rated_proficiency	5.0				
ds007342	L4_writing_self_rated_proficiency	2.0				
ds007342	L4_writing_self_rated_proficiency	0.0				
ds007342	L4_writing_self_rated_proficiency	4.0				
ds007342	L4_writing_self_rated_proficiency	5.0				
ds007342	L4_writing_self_rated_proficiency	7.0				
ds007342	L4_writing_self_rated_proficiency	3.0				
ds007342	L4_writing_self_rated_proficiency	1.0				
ds007342	L4_writing_self_rated_proficiency	6.0				
ds007342	L4_speaking_self_rated_proficiency	3.0				
ds007342	L4_speaking_self_rated_proficiency	0.0				
ds007342	L4_speaking_self_rated_proficiency	6.0				
ds007342	L4_speaking_self_rated_proficiency	5.0				
ds007342	L4_speaking_self_rated_proficiency	8.0				
ds007342	L4_speaking_self_rated_proficiency	2.0				
ds007342	L4_speaking_self_rated_proficiency	4.0				
ds007342	L4_speaking_self_rated_proficiency	1.0				
ds007342	L4_speaking_self_rated_proficiency	7.0				
ds007342	L4_accent_self_rated_proficiency	3.0				
ds007342	L4_accent_self_rated_proficiency	0.0				
ds007342	L4_accent_self_rated_proficiency	5.0				
ds007342	L4_accent_self_rated_proficiency	7.0				
ds007342	L4_accent_self_rated_proficiency	1.0				
ds007342	L4_accent_self_rated_proficiency	4.0				
ds004625	gender	M	male		snomed:248153007	Male
ds004625	gender	F	female		snomed:248152002	Female
