participant_id	session_id	dataset_id	rat_strain	rat_sex	rat_age	rat_weight	anesthesia_induction	anesthesia_induction_dose	anesthesia_maintenance	anesthesia_maintenance_dose	anesthesia_route	anesthesia_post_induction_time	anesthesia_breathing_assistance	anesthesia_breathing_rate	anesthesia_heart_rate	MRI_vendor	MRI_field_strength	anat_sequence	anat_contrast	anat_TR	anat_TE	func_sequence	func_TR	func_TE	func_FA
sub-0103100	ses-1	1031	Fischer 344	Female	4-6	150-200	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103100	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103101	ses-1	1031	Fischer 344	Female	4-6	150-200	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103101	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103102	ses-1	1031	Fischer 344	Female	4-6	150-200	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103102	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103103	ses-1	1031	Fischer 344	Female	4-6	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103103	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103104	ses-1	1031	Fischer 344	Female	4-6	n/a	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103104	ses-2	1031	Fischer 344	Female	8-10	150-200	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103105	ses-1	1031	Fischer 344	Female	4-6	150-200	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103105	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103106	ses-1	1031	Fischer 344	Female	4-6	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103106	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103107	ses-1	1031	Fischer 344	Female	4-6	150-200	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103107	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103108	ses-1	1031	Fischer 344	Female	4-6	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103108	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103109	ses-1	1031	Fischer 344	Female	4-6	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103109	ses-2	1031	Fischer 344	Female	8-10	200-250	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	n/a	n/a	GE-EPI	2	0.029	n/a
sub-0103200	ses-1	1032	Wistar	Male	n/a	350-400	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103201	ses-1	1032	Wistar	Male	n/a	350-400	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103202	ses-1	1032	Wistar	Male	n/a	400-450	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103203	ses-1	1032	Wistar	Male	n/a	350-400	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103204	ses-1	1032	Wistar	Male	n/a	350-400	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103205	ses-1	1032	Wistar	Male	n/a	400-450	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103206	ses-1	1032	Wistar	Male	n/a	400-450	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103207	ses-1	1032	Wistar	Male	n/a	350-400	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103208	ses-1	1032	Wistar	Male	n/a	400-450	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103209	ses-1	1032	Wistar	Male	n/a	350-400	isoflurane	4	isoflurane	1.5	n/a	30	ventilated	n/a	n/a	Varian/Agilent	4.7	3D-RARE	T2	0.006	0.0025	GE-EPI	1.024	0.019	12
sub-0103300	ses-1	1033	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	420	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103301	ses-1	1033	Sprague Dawley	Male	2-4	250-300	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	410	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103302	ses-1	1033	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	400	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103303	ses-1	1033	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	460	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103304	ses-1	1033	Sprague Dawley	Male	2-4	250-300	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	40	330	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103305	ses-1	1033	Sprague Dawley	Male	2-4	350-400	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	n/a	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103306	ses-1	1033	Sprague Dawley	Male	2-4	350-400	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	40	370	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103307	ses-1	1033	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	390	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103308	ses-1	1033	Sprague Dawley	Male	2-4	350-400	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	n/a	n/a	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103309	ses-1	1033	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	1.5	n/a	50	ventilated	50	380	Varian/Agilent	9.4	bSSFP	T2	0.005	0.0025	GE-EPI	0.7308	0.015	13
sub-0103400	ses-1	1034	Wistar	Female	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103401	ses-1	1034	Wistar	Female	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103402	ses-1	1034	Wistar	Female	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103403	ses-1	1034	Wistar	Female	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103404	ses-1	1034	Wistar	Female	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103405	ses-1	1034	Wistar	Male	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103406	ses-1	1034	Wistar	Male	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103407	ses-1	1034	Wistar	Male	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103408	ses-1	1034	Wistar	Male	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103409	ses-1	1034	Wistar	Male	2-4	250-300	isoflurane	4	isoflurane / medetomidine	0.5 / 0.1	n/a	30	ventilated	60	300	Bruker	9.4	turboRARE	T2	1.5	0.045	GE-EPI	2	0.015	68.4
sub-0103500	ses-1	1035	Long Evans	Female	8-10	200-250	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1 	i.v	40	free-breathing	100	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103501	ses-1	1035	Long Evans	Female	12-14	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1 	i.v	40	free-breathing	40	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103502	ses-1	1035	Long Evans	Female	12-14	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	90	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103503	ses-1	1035	Long Evans	Female	12-14	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	80	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103504	ses-1	1035	Long Evans	Female	12-14	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	60	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103505	ses-1	1035	Long Evans	Female	12-14	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	80	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103506	ses-1	1035	Long Evans	Female	12-14	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	70	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103507	ses-1	1035	Long Evans	Female	12-14	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	80	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103508	ses-1	1035	Long Evans	Female	12-14	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	90	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103509	ses-1	1035	Long Evans	Female	8-10	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.4 / 0.1	i.v	40	free-breathing	70	n/a	Bruker	9.4	turboRARE	T2	2.5	0.033	GE-EPI	2	0.018	90
sub-0103600	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103601	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103602	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103603	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103604	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103605	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103606	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103607	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103608	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103609	ses-1	1036	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	1	0.021119	90
sub-0103700	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103701	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103702	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103703	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103704	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103705	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103706	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103707	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103708	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103709	ses-1	1037	Wistar	Male	2-4	300-350	isoflurane	5	medetomidine	0.14	s.c	n/a	free-breathing	70	n/a	Bruker	7	RARE	T2	n/a	n/a	GE-EPI	2	0.021119	90
sub-0103800	ses-1	1038	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103801	ses-1	1038	Wistar	Male	2-4	350-400	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103802	ses-1	1038	Wistar	Male	2-4	350-400	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103803	ses-1	1038	Wistar	Male	2-4	350-400	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103804	ses-1	1038	Wistar	Male	2-4	250-300	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103805	ses-1	1038	Wistar	Male	2-4	350-400	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103806	ses-1	1038	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103807	ses-1	1038	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	80	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103808	ses-1	1038	Wistar	Male	2-4	350-400	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	70	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103809	ses-1	1038	Wistar	Male	2-4	350-400	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	70	n/a	Bruker	7	RARE	T2	2.25	0.011	GE-EPI	2	0.029	90
sub-0103900	ses-1	1039	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	60	220	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103901	ses-1	1039	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	100	270	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103902	ses-1	1039	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	90	240	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103903	ses-1	1039	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	70	220	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103904	ses-1	1039	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	70	280	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103905	ses-1	1039	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	80	210	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103906	ses-1	1039	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	80	250	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103907	ses-1	1039	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	90	270	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103908	ses-1	1039	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	100	220	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0103909	ses-1	1039	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	70	300	Bruker	9.4	FISP	T2	0.008	0.004	GE-EPI	1.7	0.017	60
sub-0104000	ses-1	1040	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	40	free-breathing	30	260	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104001	ses-1	1040	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	80	290	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104002	ses-1	1040	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	100	310	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104003	ses-1	1040	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	90	280	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104004	ses-1	1040	Sprague Dawley	Male	2-4	450-500	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	80	270	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104005	ses-1	1040	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	80	250	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104006	ses-1	1040	Sprague Dawley	Male	2-4	450-500	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	90	290	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104007	ses-1	1040	Sprague Dawley	Male	2-4	450-500	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	80	240	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104008	ses-1	1040	Sprague Dawley	Male	2-4	450-500	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	70	230	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
sub-0104009	ses-1	1040	Sprague Dawley	Male	2-4	450-500	isoflurane / medetomidine	4 /  0.07	isoflurane / medetomidine	0.5 / 0.28	n/a	30	free-breathing	80	230	Bruker	9.4	turboRARE	T2	1.2	0.05	GE-EPI	1.5	0.017	60
